Unnamed: 0,Airline Name,Overall_Rating,Type Of Traveller,Seat Type,Route,Date Flown,Seat Comfort,Cabin Staff Service,Food & Beverages,Ground Service,Inflight Entertainment,Value For Money,Recommended
21393,United Airlines,9,Couple Leisure,Economy Class,Chicago to Cancun,Jun-23,5,5,4,5,1,4,yes
21394,United Airlines,4,Family Leisure,Economy Class,Great Falls to Pittsburgh,Jun-23,3,4,3,3,3,2,no
21395,United Airlines,3,Business,Premium Economy,Seattle to Tel Aviv via Newark,Jun-23,3,1,1,4,4,3,no
21396,United Airlines,1,Solo Leisure,Economy Class,Venice to New Orleans via Newark,Jun-23,3,3,2,1,1,1,no
21397,United Airlines,4,Solo Leisure,Economy Class,Denver to Newark,Jun-23,3,4,3,1,3,3,no
21398,United Airlines,8,Solo Leisure,First Class,San Francisco to Kona,Jun-23,3,5,4,4,4,5,yes
21399,United Airlines,8,Solo Leisure,First Class,Kona to San Francisco,Jun-23,4,4,3,2,5,5,yes
21400,United Airlines,3,Family Leisure,Economy Class,Houston to Newark,Jun-23,3,5,1,2,4,1,no
21401,United Airlines,1,Family Leisure,Economy Class,Boston to Calgary via Newark,Apr-23,1,1,1,1,1,1,no
21402,United Airlines,1,Couple Leisure,Economy Class,Fort Lauderdale to Newark,Jun-23,3,3,1,3,1,1,no
21403,United Airlines,1,Family Leisure,Economy Class,Newark to London,Jun-23,3,3,3,1,2,1,no
21404,United Airlines,1,Business,Business Class,Pittsburgh to Frankfurt via Chicago,Jun-23,2,2,2,1,1,2,no
21405,United Airlines,1,Family Leisure,Economy Class,,Jun-23,1,1,1,1,1,1,no
21406,United Airlines,4,Family Leisure,Economy Class,"Jacksonville, Florida to Florence, Italy ",Jun-23,4,4,4,4,4,4,no
21407,UP by El Al,1,Solo Leisure,Economy Class,Prague to Tel Aviv,Apr-18,1,1,1,1,1,1,no
21408,UP by El Al,4,Solo Leisure,Economy Class,Kiev to Tel Aviv,Feb-17,1,2,4,3,1,3,no
21409,UP by El Al,9,Couple Leisure,Premium Economy,SXF to TLV,Mar-16,5,5,2,5,3,5,yes
21410,UP by El Al,2,Family Leisure,Economy Class,Prague to Jerusalem,Apr-15,1,1,1,1,1,1,no
21411,Ural Airlines,8,Couple Leisure,Economy Class,Moscow to Bishkek,Jul-21,5,5,3,5,1,5,yes
21412,Ural Airlines,1,Couple Leisure,Economy Class,Moscow to Bishkek,Sep-19,2,2,1,1,1,1,no
21413,Ural Airlines,1,Couple Leisure,Economy Class,Simferopol to Moscow,Sep-19,1,3,1,1,1,1,no
21414,Ural Airlines,1,Couple Leisure,Economy Class,Moscow to Barcelona,Jul-19,3,1,1,1,1,1,no
21415,Ural Airlines,1,Couple Leisure,Economy Class,Paris to Moscow,Jun-19,1,1,1,1,1,1,no
21416,Ural Airlines,2,Business,Economy Class,Zhukovsky to Prague via Kaliningrad,Mar-19,2,4,1,2,1,3,no
21417,Ural Airlines,3,Business,Economy Class,Moscow to Simferopol,Dec-18,3,4,2,1,1,1,no
21418,Ural Airlines,7,Family Leisure,Economy Class,Moscow to Barcelona,Aug-18,3,4,4,4,1,4,yes
21419,Ural Airlines,6,Couple Leisure,Economy Class,Sochi to Moscow-Domodedovo,Sep-18,1,4,3,2,1,3,yes
21420,Ural Airlines,1,Solo Leisure,Economy Class,Yekaterinburg to St. Petersburg,Sep-18,3,3,1,1,1,1,no
21421,Ural Airlines,1,Couple Leisure,Economy Class,Moscow Zhukovsky to Tel Aviv,Jul-18,,,1,1,1,1,no
21422,Ural Airlines,1,Family Leisure,Economy Class,Kazan to St. Petersburg,Aug-17,5,5,5,4,1,5,yes
21423,Ural Airlines,8,Solo Leisure,Economy Class,St Petersburg to Moscow ,Aug-17,4,5,5,4,1,5,yes
21424,Ural Airlines,5,Couple Leisure,Economy Class,St Petersburg to Moscow,Jul-17,3,4,1,3,1,4,yes
21425,Ural Airlines,6,Solo Leisure,Economy Class,SVX to OVB,Jan-16,4,4,2,3,1,5,yes
21426,Ural Airlines,7,Family Leisure,Economy Class,Ulan-Ude to Moscow,Aug-15,3,4,4,5,1,5,yes
21427,Ural Airlines,3,,Economy Class,,,,,1,,1,1,no
21428,Ural Airlines,3,,,,,,,1,,1,,no
21429,Ural Airlines,2,,,,,,,1,,1,,no
21430,US Airways,1,Solo Leisure,Economy Class,RIC to HNL,Jul-15,2,1,1,1,1,1,no
21431,US Airways,3,Family Leisure,Economy Class,Pittsburgh to Washington DC,Oct-15,3,1,1,1,1,2,no
21432,US Airways,1,Family Leisure,Economy Class,CLT to LHR,Oct-15,3,2,1,1,1,1,no
21433,US Airways,2,Couple Leisure,Economy Class,Akron to Las Vegas,Oct-15,2,1,1,1,1,1,no
21434,US Airways,2,Solo Leisure,Economy Class,Sacramento to Austin,Oct-15,3,4,3,1,1,1,no
21435,US Airways,1,Solo Leisure,Economy Class,Philadelphia to Providence,Oct-15,1,1,1,1,1,1,no
21436,US Airways,1,Solo Leisure,Economy Class,PHL to AMS,Oct-15,1,3,2,3,1,1,no
21437,US Airways,1,Solo Leisure,Economy Class,Baltimore to San Diego via Philadelphia,Oct-15,1,1,1,1,1,1,no
21438,US Airways,1,Couple Leisure,Economy Class,Louisville to Washington,Oct-15,1,1,1,1,1,1,no
21439,US Airways,1,Couple Leisure,Economy Class,Fort Myers to Philadelphia,Oct-15,2,2,1,1,1,1,no
21440,US Airways,1,Business,Business Class,Albuquerque to Tucson,Oct-15,1,2,2,1,1,1,no
21441,US Airways,1,Couple Leisure,Business Class,Madison to Bangor,Oct-15,3,3,3,3,2,1,no
21442,US Airways,1,Couple Leisure,Economy Class,Philadelphia to Manchester,Oct-14,1,1,1,1,1,1,no
21443,US Airways,1,Couple Leisure,Economy Class,Austin to Portland via PHX,Sep-15,2,1,2,1,1,1,no
21444,US Airways,3,Couple Leisure,First Class,PHX to BOS,Sep-15,1,4,2,2,1,2,no
21445,US Airways,5,Business,Economy Class,MSP to FRA via PHL,Sep-15,3,3,3,3,3,3,no
21446,US Airways,1,Solo Leisure,Economy Class,PDX to MCI,Sep-15,1,1,1,2,1,1,no
21447,US Airways,2,Business,Economy Class,Orlando to Chicago via CLT,Sep-15,3,3,1,1,1,2,no
21448,US Airways,1,Family Leisure,Economy Class,JFK to Charlotte,Sep-15,2,3,1,1,1,1,no
21449,US Airways,1,Solo Leisure,Economy Class,Phoenix to Frankfurt via PHL,Sep-15,3,2,2,1,4,1,no
21450,US Airways,1,Couple Leisure,Economy Class,SFO to DTW via Phoenix,Sep-15,1,1,1,1,1,1,no
21451,US Airways,1,Couple Leisure,Economy Class,OGG to PHX,Aug-15,1,2,1,1,1,1,no
21452,US Airways,8,Family Leisure,Economy Class,Philadelphia to Orlando,Sep-15,4,3,4,5,1,5,yes
21453,US Airways,8,Family Leisure,Economy Class,MAN to TPA via PHL,Aug-15,5,5,4,3,4,4,yes
21454,US Airways,2,Couple Leisure,First Class,Bangor to Tampa  via Philadelphia,Sep-15,1,1,1,2,1,1,no
21455,US Airways,1,Family Leisure,Economy Class,Philadelphia to Nw Oreans,Jul-15,2,2,1,1,1,2,no
21456,US Airways,3,Couple Leisure,Economy Class,"Phoenix, AZ to Lima, Peru via Mexico City",Aug-15,2,4,2,1,2,3,no
21457,US Airways,1,Business,Business Class,Manchester to Philadelphia,Aug-15,5,5,5,5,5,5,yes
21458,US Airways,1,Couple Leisure,First Class,"Seattle, WA to Charlotte, NC",Aug-15,3,1,1,1,1,1,no
21459,US Airways,1,Business,Economy Class,Washington to Los Angeles,Aug-15,1,1,1,1,1,1,no
21460,US Airways,1,Business,Economy Class,Washington DC to Los Angeles,Aug-15,1,1,1,1,1,1,no
21461,US Airways,4,Business,Economy Class,"Manchester, NH to Indianapolis, IN via D.C.",Aug-15,3,1,1,1,1,2,no
21462,US Airways,1,Solo Leisure,Economy Class,Philadelphia to Brussels via Munich,Aug-15,1,1,3,1,2,1,no
21463,US Airways,1,Couple Leisure,Economy Class,Hartford to Jacksonville via Charlotte,Aug-15,5,5,5,5,1,3,yes
21464,US Airways,1,Family Leisure,Economy Class,Boston to Tel Aviv via Philadelphia,Feb-15,1,1,1,2,4,4,no
21465,US Airways,3,Family Leisure,Economy Class,Philadelphia to Toronto,Jul-15,4,3,2,3,4,2,no
21466,US Airways,1,Business,Economy Class,"Augusta, GA to Omaha, NE",Aug-15,1,2,1,1,1,1,no
21467,US Airways,1,Solo Leisure,Economy Class,Orlando to Philadelphia,Jul-15,2,1,1,1,1,1,no
21468,US Airways,1,Solo Leisure,Economy Class,LAX to Austin,Jul-15,,4,1,,1,4,yes
21469,US Airways,1,Family Leisure,Economy Class,SJU to LAX via CLT,Jul-15,3,2,1,1,1,1,no
21470,US Airways,4,Couple Leisure,Economy Class,Orlando to Portland via Phoenix,Jul-15,3,1,1,4,1,3,no
21471,US Airways,1,Solo Leisure,Economy Class,LGA to ILM ,Jul-15,1,1,1,1,1,1,no
21472,US Airways,2,Family Leisure,Economy Class,DFW to ORF,Jul-15,2,4,1,2,1,1,no
21473,US Airways,1,Family Leisure,Economy Class,Orlando to Glasgow via Philadelphia,Jul-15,2,2,1,1,1,1,no
21474,US Airways,3,Business,Economy Class,BOS to DFW via CLT,Jul-15,3,1,1,3,1,2,no
21475,US Airways,1,Solo Leisure,Economy Class,Portland to Grand Rapids via Dallas,Jul-15,1,1,1,1,1,1,no
21476,US Airways,1,Business,Economy Class,Bakersfield to Charlotte via Phoenix,Jul-15,1,1,1,1,1,1,no
21477,US Airways,1,Solo Leisure,Economy Class,New Orleans to Philadelphia via Chicago,Jul-15,5,5,5,5,1,4,yes
21478,US Airways,1,Family Leisure,Business Class,BWI to PHL,Jul-15,3,2,1,1,1,1,no
21479,US Airways,1,Couple Leisure,Economy Class,Baltimore to Charleston,Jul-15,1,5,2,3,1,1,no
21480,US Airways,1,Family Leisure,Economy Class,St Louis to Charlotte to New York,Jun-15,5,5,5,5,1,5,yes
21481,US Airways,6,Couple Leisure,Economy Class,Philadelphia to New York LGA,Jul-15,5,5,1,5,1,5,yes
21482,US Airways,1,Family Leisure,Business Class,Philadelphia to Los Angeles,Jul-15,1,2,1,1,1,3,no
21483,US Airways,6,Family Leisure,Economy Class,Cancun to Philadelphia then Buffalo ,Jul-15,4,4,2,2,1,3,no
21484,US Airways,1,Family Leisure,Economy Class,chicago to Las vegas via phoenix,Jun-15,3,3,1,1,1,1,no
21485,US Airways,1,Solo Leisure,Business Class,Orlando to Albuquerque via Dallas,Jul-15,1,1,1,1,1,1,no
21486,US Airways,3,Couple Leisure,Economy Class,Phoenix to Tampa,Jul-15,2,3,1,1,1,1,no
21487,US Airways,2,Couple Leisure,,"Cabo San Lucas, MX to Omaha, NE",Jun-15,2,2,1,1,1,1,no
21488,US Airways,1,Family Leisure,Economy Class,Myrtle Beach to Newark via Charlotte,Jul-15,1,3,1,2,1,2,no
21489,US Airways,1,Business,Business Class,Phoenix to Minneapolis,Jul-15,1,1,1,1,1,1,no
21490,US Airways,2,Solo Leisure,Economy Class,Charlotte to Phoenix,Jun-15,2,2,2,1,1,1,no
21491,US Airways,2,Family Leisure,Economy Class,EWN to PWM via CLT,Jun-15,1,2,1,1,1,2,no
21492,US Airways,1,Solo Leisure,Economy Class,Hartford to Anchorage via BOS,Jun-15,2,1,1,3,1,1,no
21493,US Airways,5,Solo Leisure,Economy Class,MSP to YUL via PHL,Jun-15,1,3,1,2,1,4,no
21494,US Airways,7,Family Leisure,Economy Class,Philadelphia to Baltimore,Jun-15,3,3,3,3,1,3,yes
21495,US Airways,1,Business,Economy Class,"New Bern, North Carolina to Moline, Illinois via Chicago, Illinois",Jun-15,1,1,1,1,1,1,no
21496,US Airways,9,Business,Economy Class,MUC to CLT via PHL,Jun-15,4,4,5,4,5,4,yes
21497,US Airways,1,Family Leisure,Economy Class,Dublin - Charlotte,May-15,4,5,4,4,5,5,yes
21498,US Airways,1,Couple Leisure,,Cabo San Lucas to Phoenix,Jun-15,2,2,1,1,1,1,no
21499,US Airways,2,Couple Leisure,Economy Class,"Tampa, FL to Lisbon, Portugal via Philadelphia",May-15,2,2,1,1,1,1,no
21500,US Airways,1,Solo Leisure,Economy Class,Philadelphia to Denver,Jun-15,1,3,1,1,1,1,no
21501,US Airways,1,Couple Leisure,Economy Class,Omaha to Hawaii ,Jun-15,1,1,1,1,1,1,no
21502,US Airways,n,,Economy Class,,,1,1,1,,1,1,no
21503,US Airways,1,,Economy Class,,,3,1,1,,1,2,no
21504,US Airways,n,,First Class,,,1,3,2,,1,1,no
21505,US Airways,7,,Economy Class,,,4,4,3,,3,4,yes
21506,US Airways,n,,Economy Class,,,2,1,1,,0,2,no
21507,US Airways,3,,Business Class,,,2,2,3,,1,1,no
21508,US Airways,n,,Economy Class,,,3,4,2,,0,3,no
21509,US Airways,1,,Economy Class,,,1,1,1,,1,1,no
21510,US Airways,2,,Economy Class,,,1,2,2,,1,2,no
21511,US Airways,n,,Business Class,,,0,1,0,,0,1,no
21512,US Airways,5,,Economy Class,,,3,3,3,,1,4,yes
21513,US Airways,n,,Economy Class,,,2,3,1,,1,1,no
21514,US Airways,n,,Economy Class,,,2,1,1,,1,1,no
21515,US Airways,n,,Economy Class,,,1,3,1,,1,1,no
21516,US Airways,2,,Economy Class,,,4,2,4,,0,3,no
21517,US Airways,n,,Economy Class,,,0,1,0,,0,4,no
21518,US Airways,1,,Economy Class,,,3,2,0,,1,1,no
21519,US Airways,n,,Economy Class,,,1,1,1,,1,1,no
21520,US Airways,6,,First Class,,,4,4,3,,1,3,no
21521,US Airways,n,,Economy Class,,,3,2,1,,1,3,no
21522,US Airways,n,,Economy Class,,,2,1,1,,2,1,no
21523,US Airways,n,,Economy Class,,,4,2,0,,0,1,no
21524,US Airways,2,,Economy Class,,,2,2,1,,1,2,no
21525,US Airways,n,,Economy Class,,,3,1,0,,0,4,no
21526,US Airways,1,,Economy Class,,,2,2,3,,2,1,no
21527,US Airways,n,,Economy Class,,,3,1,2,,1,1,no
21528,US Airways,3,,Economy Class,,,4,1,4,,1,1,no
21529,US Airways,2,,Economy Class,,,1,2,1,,1,1,no
21530,US-Bangla Airlines,7,Solo Leisure,Economy Class,Dhaka to Bangkok,Jan-20,4,4,4,4,1,4,yes
21531,US-Bangla Airlines,7,Solo Leisure,Economy Class,Dhaka to Bangkok,Jan-20,4,5,5,4,1,4,yes
21532,US-Bangla Airlines,7,Family Leisure,Economy Class,Cox's Bazar to Dhaka,Feb-18,3,5,4,5,1,5,yes
21533,US-Bangla Airlines,1,Family Leisure,Economy Class,Sylhet to Dhaka,Jan-18,2,1,1,1,1,2,no
21534,US-Bangla Airlines,1,Family Leisure,Economy Class,Dhaka to Jessore,Nov-17,1,1,1,1,1,1,no
21535,US-Bangla Airlines,1,Solo Leisure,Economy Class,Dhaka to Jessore,Jan-17,5,5,5,5,1,5,yes
21536,Utair Aviation,1,Solo Leisure,Economy Class,Moscow to Dushanbe,May-17,3,3,2,1,1,4,no
21537,Utair Aviation,3,Solo Leisure,Economy Class,Moscow Vnukovo to St Petersburg,May-17,3,2,1,4,1,3,no
21538,Utair Aviation,3,Business,Economy Class,Usinsk to Vilnius ,Feb-17,1,1,1,3,1,1,no
21539,Utair Aviation,8,,Business Class,,,0,0,0,,0,0,yes
21540,Utair Aviation,8,,Business Class,,,4,3,4,,1,3,yes
21541,Utair Aviation,9,,Economy Class,,,,,1,,1,4,yes
21542,Utair Aviation,8,,Economy Class,,,,,1,,1,4,yes
21543,Utair Aviation,6,,Economy Class,,,,,1,,1,4,yes
21544,Utair Aviation,5,,Economy Class,,,,,1,,1,1,no
21545,Utair Aviation,9,,Economy Class,,,,,1,,1,4,yes
21546,Uzbekistan Airways,4,Solo Leisure,Economy Class,Tashkent to Dubai,Jul-23,3,1,3,3,3,3,no
21547,Uzbekistan Airways,8,Solo Leisure,Economy Class,Tashkent to Dubai,Jun-23,4,4,5,4,1,4,yes
21548,Uzbekistan Airways,1,Family Leisure,Economy Class,London to Tashkent ,May-23,3,5,5,5,1,5,yes
21549,Uzbekistan Airways,6,Business,Business Class,Kuala Lumpur to Istanbul via Tashkent,Dec-22,4,4,3,3,1,5,yes
21550,Uzbekistan Airways,2,Family Leisure,Economy Class,New York to Tashkent,Aug-22,,,1,,1,1,no
21551,Uzbekistan Airways,1,Couple Leisure,Economy Class,Fergana to Tashkent,Jun-22,1,1,1,1,1,1,no
21552,Uzbekistan Airways,1,Family Leisure,Economy Class,Dubai to Tashkent,Nov-21,2,1,1,1,1,4,no
21553,Uzbekistan Airways,7,Solo Leisure,Economy Class,Kuala Lumpur to Tashkent ,Dec-19,5,4,4,4,3,4,yes
21554,Uzbekistan Airways,7,Solo Leisure,Economy Class,Tashkent to London Heathrow,Nov-19,5,5,2,4,4,4,yes
21555,Uzbekistan Airways,1,Solo Leisure,Economy Class,Paris to Delhi via Tashkent,Nov-19,2,1,1,1,2,1,no
21556,Uzbekistan Airways,6,Solo Leisure,Economy Class,Tashkent to Istanbul,Sep-19,4,4,4,3,2,4,no
21557,Uzbekistan Airways,3,Couple Leisure,Economy Class,Kuala Lumpur to Tashkent,Aug-19,5,1,1,4,1,2,no
21558,Uzbekistan Airways,1,Family Leisure,Economy Class,St Petersburg to  Delhi via Tashkent,Jul-19,1,1,1,1,1,1,no
21559,Uzbekistan Airways,8,Solo Leisure,Business Class,Paris to Tashkent,Apr-19,4,5,4,4,3,4,yes
21560,Uzbekistan Airways,7,Couple Leisure,Economy Class,Moscow to Tashkent,May-19,5,3,5,3,4,5,yes
21561,Uzbekistan Airways,1,Couple Leisure,Economy Class,Tashkent to Kuala Lumpur,May-19,2,1,1,3,2,2,no
21562,Uzbekistan Airways,1,Family Leisure,Economy Class,Tel Aviv to Bangkok via Tashkent,Mar-19,2,1,1,1,1,1,no
21563,Uzbekistan Airways,4,Solo Leisure,Economy Class,London to Amritsar via Tashkent,Feb-19,1,1,1,2,1,2,no
21564,Uzbekistan Airways,6,Business,Economy Class,Urgench to tashkent,Nov-18,2,3,2,2,1,4,no
21565,Uzbekistan Airways,7,Business,Economy Class,Tashkent to Urgench,Nov-18,3,2,2,3,1,5,no
21566,Uzbekistan Airways,8,Solo Leisure,Business Class,Moscow to Tashkent,Oct-18,4,5,5,3,3,4,yes
21567,Uzbekistan Airways,1,Family Leisure,Economy Class,Tel Aviv to Bangkok via Tashkent,Aug-18,1,1,4,1,1,1,no
21568,Uzbekistan Airways,5,Solo Leisure,Economy Class,New York to Tashkent,Sep-18,2,3,2,4,1,3,yes
21569,Uzbekistan Airways,1,Family Leisure,Economy Class,Moscow to Tashkent,Aug-18,3,1,3,1,1,1,no
21570,Uzbekistan Airways,6,Solo Leisure,Economy Class,London to Tashkent,Apr-18,1,3,4,2,1,2,no
21571,Uzbekistan Airways,1,Family Leisure,Economy Class,Riga to New York,Mar-18,1,1,3,1,1,5,no
21572,Uzbekistan Airways,2,Solo Leisure,Economy Class,Kuala Lumpur to Tashkent,Mar-17,2,1,4,1,1,3,no
21573,Uzbekistan Airways,7,Business,Business Class,Beijing to Frankfurt via Tashkent,Aug-17,3,4,3,3,1,5,yes
21574,Uzbekistan Airways,9,Couple Leisure,Business Class,LHR to TAS,Oct-16,5,5,4,5,3,5,yes
21575,Uzbekistan Airways,2,Business,Business Class,TAS to DEL,Oct-16,1,1,3,1,1,4,no
21576,Uzbekistan Airways,3,Couple Leisure,Business Class,LHR to TAS,Oct-16,1,2,2,3,1,3,no
21577,Uzbekistan Airways,5,Couple Leisure,Business Class,TAS to LHR,Oct-16,3,3,2,4,2,3,no
21578,Uzbekistan Airways,1,Solo Leisure,Economy Class,RIX to JFK,Aug-16,3,2,1,1,1,1,no
21579,Uzbekistan Airways,1,Solo Leisure,Economy Class,SIN to KUL,Jun-16,1,1,1,1,2,1,no
21580,Uzbekistan Airways,1,,Economy Class,,,1,1,1,,1,1,no
21581,Uzbekistan Airways,8,,Economy Class,,,5,4,4,,3,3,yes
21582,Uzbekistan Airways,1,,Economy Class,,,2,1,1,,1,3,no
21583,Uzbekistan Airways,9,,Economy Class,,,5,3,3,,1,5,yes
21584,Uzbekistan Airways,7,,Economy Class,,,5,4,4,,1,5,yes
21585,Uzbekistan Airways,8,,Business Class,,,3,5,5,,4,5,yes
21586,Uzbekistan Airways,4,,Economy Class,,,2,2,2,,1,2,no
21587,Uzbekistan Airways,8,,Economy Class,,,3,4,2,,1,4,yes
21588,Uzbekistan Airways,8,,Economy Class,,,4,4,4,,1,1,yes
21589,Uzbekistan Airways,2,,Economy Class,,,1,1,1,,1,4,no
21590,Uzbekistan Airways,8,,Economy Class,,,4,4,4,,4,4,yes
21591,Uzbekistan Airways,3,,Economy Class,,,3,2,1,,2,2,no
21592,Uzbekistan Airways,4,,Economy Class,,,3,2,2,,1,3,no
21593,Uzbekistan Airways,3,,Economy Class,,,2,2,2,,3,2,no
21594,Uzbekistan Airways,1,,Business Class,,,4,5,5,,3,5,yes
21595,Uzbekistan Airways,7,,Business Class,,,4,4,2,,0,4,yes
21596,Uzbekistan Airways,5,,Economy Class,,,3,2,3,,1,3,no
21597,Uzbekistan Airways,8,,Economy Class,,,5,4,4,,3,4,yes
21598,Uzbekistan Airways,2,,Economy Class,,,2,3,3,,1,2,no
21599,Uzbekistan Airways,6,,Economy Class,,,,,1,,1,4,yes
21600,Uzbekistan Airways,8,,Business Class,,,,,1,,1,4,yes
21601,Uzbekistan Airways,5,,Economy Class,,,,,1,,1,1,no
21602,Uzbekistan Airways,8,,Business Class,,,,,1,,1,4,yes
21603,Uzbekistan Airways,3,,Business Class,,,,,1,,1,1,no
21604,Uzbekistan Airways,6,,Business Class,,,,,1,,1,4,yes
21605,Uzbekistan Airways,n,,Economy Class,,,,,1,,1,1,no
21606,Uzbekistan Airways,6,,Economy Class,,,,,1,,1,4,yes
21607,Uzbekistan Airways,2,,Economy Class,,,,,1,,1,1,no
21608,Uzbekistan Airways,3,,,,,,,1,,1,,no
21609,Uzbekistan Airways,4,,,,,,,1,,1,,no
21610,Uzbekistan Airways,2,,,,,,,1,,1,,no
21611,Uzbekistan Airways,3,,,,,,,1,,1,,no
21612,Uzbekistan Airways,3,,,,,,,1,,1,,no
21613,Uzbekistan Airways,3,,,,,,,1,,1,,no
21614,Uzbekistan Airways,2,,,,,,,1,,1,,no
21615,Uzbekistan Airways,3,,,,,,,1,,1,,no
21616,Uzbekistan Airways,3,,,,,,,1,,1,,no
21617,Uzbekistan Airways,2,,,,,,,1,,1,,no
21618,V Air,1,Couple Leisure,Economy Class,BKK to TPE,May-16,3,5,3,5,1,5,yes
21619,V Air,1,Couple Leisure,Economy Class,MNL to TPE,Jun-16,1,1,1,1,1,1,no
21620,V Air,3,Solo Leisure,Economy Class,KIX to TPE,Mar-16,3,4,3,2,1,3,no
21621,V Air,2,Family Leisure,Economy Class,DMK to TPE,Feb-16,3,3,3,1,3,1,no
21622,V Air,9,Solo Leisure,Economy Class,BKK to TPE,Jan-16,4,5,5,5,1,5,yes
21623,V Air,8,Solo Leisure,Economy Class,Bangkok to Chiang Mai via TPE,Aug-15,4,5,4,4,1,5,yes
21624,V Air,1,Solo Leisure,Economy Class,Taipei to Bangkok,Aug-15,1,1,1,1,1,1,no
21625,Vanilla Air,2,Family Leisure,Economy Class,Tokyo to New Chitose,May-19,1,1,1,1,1,1,no
21626,Vanilla Air,1,Solo Leisure,Economy Class,Tokyo Narita to Sapporo Shin Chitose,Mar-19,2,3,1,1,1,2,no
21627,Vanilla Air,1,Solo Leisure,Economy Class,Hong Kong to Tokyo,Dec-18,5,5,1,5,1,5,yes
21628,Vanilla Air,1,Solo Leisure,Economy Class,Sapporo to Tokyo,Jul-18,1,1,1,1,1,1,no
21629,Vanilla Air,1,Couple Leisure,Economy Class,Narita to Sapporo,Mar-18,1,1,1,1,1,1,no
21630,Vanilla Air,1,Family Leisure,Economy Class,Tokyo to Taipei,Feb-18,,,1,1,1,1,no
21631,Vanilla Air,3,Solo Leisure,Economy Class,Tokyo Narita to Hong Kong,Jul-17,1,4,1,3,1,2,no
21632,Vanilla Air,6,Couple Leisure,Economy Class,Narita to Osaka ,Dec-17,2,4,1,3,1,5,yes
21633,Vanilla Air,9,Couple Leisure,Economy Class,Tokyo Narita to Okinawa Naha,Aug-17,4,5,1,5,1,5,yes
21634,Vanilla Air,9,Solo Leisure,Economy Class,Okinawa to Tokyo,Jul-17,5,5,4,5,1,5,yes
21635,Vanilla Air,3,Business,Economy Class,Tokyo Narita to Okinawa,May-17,1,2,1,1,1,3,no
21636,Vanilla Air,1,Solo Leisure,Economy Class,HKG to NRT,Nov-16,5,5,1,5,1,5,yes
21637,Vanilla Air,7,Couple Leisure,Economy Class,TPE to NRT,Jan-15,2,4,3,3,1,5,yes
21638,ViaAir,1,Solo Leisure,Economy Class,Bogota to Lima,Nov-19,1,1,1,1,1,1,yes
21639,ViaAir,1,Solo Leisure,Economy Class,Little Rock to Austin,Nov-18,1,1,1,1,1,1,no
21640,ViaAir,1,Solo Leisure,Economy Class,Pittsburgh to Austin,Aug-19,1,1,1,1,1,1,no
21641,ViaAir,1,Family Leisure,Economy Class,Austin to Birmingham,May-19,1,1,1,1,1,1,no
21642,ViaAir,1,Family Leisure,Economy Class,Jackson to Orlando,May-19,1,1,1,1,1,1,no
21643,ViaAir,1,Family Leisure,Economy Class,Baton Rouge to Orlando ,Apr-19,1,1,1,1,1,1,no
21644,ViaAir,9,Couple Leisure,Economy Class,Orlando to Jackson,Feb-19,5,5,5,5,3,5,yes
21645,ViaAir,1,Solo Leisure,Economy Class,Austin to Oklahoma City,Nov-18,,,1,1,1,1,no
21646,ViaAir,1,Solo Leisure,Economy Class,SFB to BTR,Nov-18,1,1,1,1,1,1,no
21647,ViaAir,1,Solo Leisure,Economy Class,Austin to Oklahoma City,Aug-18,1,3,1,1,1,1,no
21648,ViaAir,1,Family Leisure,Economy Class,Hayden to Austin ,Jan-18,3,3,1,3,1,1,no
21649,Vietnam Airlines,7,Solo Leisure,Economy Class,Ho Chi Minh City to Amsterdam via Frankfurt,Jul-23,4,5,5,5,4,4,yes
21650,Vietnam Airlines,1,Business,Business Class,Hi Chi Minh City to London Heathrow,Jul-23,3,1,1,1,1,1,no
21651,Vietnam Airlines,1,Family Leisure,Economy Class,Sydney to Paris via Vietnam ,Jun-23,2,3,1,1,3,1,no
21652,Vietnam Airlines,8,Family Leisure,Business Class,Hue to Hanoi ,Apr-23,4,5,5,3,3,4,yes
21653,Vietnam Airlines,9,Family Leisure,Business Class,Ho Chi Minh City to Hue ,Apr-23,4,5,5,4,1,4,yes
21654,Vietnam Airlines,1,Solo Leisure,Economy Class,Ho Chi Minh to Paris,Jun-23,4,4,4,1,4,2,yes
21655,Vietnam Airlines,7,Family Leisure,Economy Class,Chu Lai to Ho Chi Minh,Apr-23,4,5,3,4,3,4,yes
21656,Vietnam Airlines,9,Couple Leisure,Economy Class,Ho Chi Minh to Hanoi via Da Nang ,Jun-23,4,4,3,4,3,4,yes
21657,Vietnam Airlines,8,Solo Leisure,Economy Class,Hanoi to Hue ,Jun-23,4,4,2,5,1,5,yes
21658,Vietnam Airlines,1,Couple Leisure,Economy Class,Da Nang to Ho Chi Minh City,Jun-23,3,3,1,1,3,1,no
21659,Vietnam Airlines,1,Couple Leisure,Economy Class,Singapore to Ho Chi Minh City,May-23,1,1,1,1,1,1,no
21660,Vietnam Airlines,1,Business,Economy Class,Camn Ranh to Ho chi Minh City,Apr-23,1,1,1,1,1,2,no
21661,Vietnam Airlines,8,Family Leisure,Economy Class,Paris to Danang,Apr-23,5,5,4,4,3,3,yes
21662,Vietnam Airlines,7,Couple Leisure,Economy Class,Hanoi to Hue,Apr-23,4,4,2,4,2,4,yes
